Review_Text,Review_Rating,Sentiment Class
great shoes .... comfortable .. fits well ... durable ..... VERY durable,5,Positive
Super sole and supportive,5,Positive
I would get these shoes again,5,Positive
Light weight . Nice running inexpensive shoes,5,Positive
Want them in another colortoo,5,Positive
The say they are the most comfortable pair of sneakers I have ever bought them and the only ones they want from now on .,5,Positive
very comfortable ..,5,Positive
They finally got the shoelaces almost right ( nice and thin but still too long ) .,5,Positive
Love them Fit great Walked 2 miles as soon as I got them and no sore feet,5,Positive
Super comfortable,5,Positive
These are some of the most comfortable shoes i have ever worn .,5,Positive
I love these shoes they give good support as work shoes and give me extra support .,5,Positive
Love the bright colors next pair already in my amazon shopping cart only wish is they also came with normal shoe laces may get just plain black ones to see how those look,5,Positive
Comfortable and true to size,5,Positive
I love Nike Men 's Air Max 90 leather running shoes I purchase from Amazon .,5,Positive
but as a turf shoe / cleat for softball . I played infield and outfield with them this past weekend and they were awesome .,5,Positive
I wear them every where .,5,Positive
My last 3 pairs of shoes have been Asics .,5,Positive
Great shoes glade . They run small order a size bigger then normal,5,Positive
Son loves them perfect fit  😊,5,Positive
i bought size 8 - 1/2 they fit good i like them next time i 'll buy the blue ones,5,Positive
Very comfortable,5,Positive
True to size ran 10 mile no issues,5,Positive
Love the shoesmake sure you go half size bigger than your original size,5,Positive
Very good shoes,5,Positive
Super comfortable,5,Positive
I was going to keep them and deal with itsince they are comfortable .,5,Positive
Nice comfortable shoes @ good price when I bought them .,5,Positive
They are great for walking but i have gone hiking too and the tread is super sticky for trails .,5,Positive
He loves them & asked me to get another pair in proper 11.5 4E. He has pain problems with his feet knees & back ... so for him to want another pair they must be awesome .,5,Positive
Great fit and comfortable,5,Positive
They are comfortable and fit as expected .,5,Positive
Love emcomfortable and fit good,5,Positive
Great foot support and very comfortable .,5,Positive
Very comfortable shoes love the memory foam inserts .,5,Positive
This are true classicand comfortable New Balance .,5,Positive
Well cushioned and the arch support is good too .,5,Positive
Love the sneakers,5,Positive
Definitely worth the money .,5,Positive
Better yet is the speed cross lacing system that makes them fit like a glove yet very easy to get on and off .,5,Positive
They are very comfortable,5,Positive
So comfortable and fit perfect,5,Positive
I have a ' B ' width foot and this shoe fits perfect .,5,Positive
It feels like you are walking on air .,5,Positive
Ordered a second pair immediately .,5,Positive
Really like the look and very comfortable too .,5,Positive
I love the shoes .,5,Positive
Lovely and comfortable shoes I really love them and already got some compliments,5,Positive
I use them to runI 've paid over $ 100.00 for same comfort .,5,Positive
feel very comfortable and fit fine .,5,Positive
I work at a warehouse so I have to be on my feet for more than eight hours and this shoes help me do that .,5,Positive
Was lucky enough to get them for 130they 're really comfortable they can get a little dirty on the white part but it 's easy to clean,5,Positive
They felt comfortable right out the box .,5,Positive
Fit as expected and feel like wearing socks for shoes .,5,Positive
Very comfortable and fit as expected .,5,Positive
Excellent fit ; soft and supportive,5,Positive
Also they are super comfortable for all day wear .,5,Positive
They are a substantial improvement over the two Wave Inspire versions--9 & 10 --that came before .,5,Neutral
My wife loves them very comfortable .,5,Positive
When it 's going to wear outI buy them again .,5,Positive
My son loves the sneakers .,5,Positive
Fit as expected .,5,Positive
The shoe fits and looks exactly as described . I would recommend this to anyone needing a comfortable shoe to wear while working,5,Positive
Awesome,5,Positive
The price is higher than expected but the fit fine .,5,Positive
We both recommend Mizuno Wave shoe .,5,Positive
Very comfortable and they have a wide toe box .,5,Positive
the shoe fits well in this very comfortable,5,Positive
Most comfortable shoes I 've ever owned,5,Positive
Fits perfectly .,5,Positive
Love this shoes very light super comfortable highly recommended A+,5,Positive
Fit great,5,Positive
My only knock on them would be that I felt every uneven bit on the road .,5,Positive
and I would get the same size again .,5,Neutral
Good low heel to toe offset .,5,Positive
Fantastic fit and quality,5,Positive
and I can find myself wearing these shoes all day .,5,Positive
I liked the first pair as they were comfortable and wore well .,5,Positive
Excellent fit and very comfortable .,5,Positive
i ordered a half size bigger and they fit perfectly,5,Positive
I have wide feet ( 11 4E ) so it 's difficult to find shoes that fit .,5,Neutral
Very comfy and good for working on feet 12 hours a day ; plus they look good .,5,Positive
Not overly aggressive traction so you can run on some areas of road and trail,5,Neutral
These Asics shoes are close to perfect . They fit great and are very comfortable to wear all day .,5,Positive
Fit well .,5,Positive
I am very satisfied with my recent purchase of new balance safety shoes they fit me well and they are really comfortable,5,Positive
Really cool shoes ; bright color and very comfortable .,5,Positive
Very comfortable and the fit was great .,5,Positive
Fit great and are comfortable .,5,Positive
My favorite shoes .,5,Positive
Perfect fitvery comfortable .,5,Positive
These are super comfortable and fit just as I could have hoped .,5,Positive
This is the first time buying these sneakers and was very empress with them very comfortable and size is true to fit will be getting another pair soon,5,Positive
Spot on sizing no break in and very comfortable .,5,Positive
Fit perfect .,5,Positive
I moderately pronate and these have been supportive without losing cushion . I need to buy a couple of extra pairs while they are still available .,5,Positive
Fortunately all my New Balance shoes have been true to size and comfortable .,5,Positive
These shoes are very comfortable to walk in and even better to run with,5,Positive
Great running shoe .,5,Positive
Very comfortable shoes,5,Positive
fits good,5,Positive
I tend to have hard to fit feet and the Saucony Running shoes seem to be the most comfortable fitting of all the brands that I have ever tried .,5,Positive
Lightweight and comfortable .,5,Positive
I do n't wear these for runningbut for every day wear .,5,Neutral
Super comfortable and amazing traction .,5,Positive
Just what we were looking for .,5,Neutral
"Nobody ever looks anything but surprised as they nod and say "" yeah those ARE comfortable "" .",5,Positive
Super light and super comfy,5,Positive
Most comfortable shoe ever,5,Positive
Great shoe ; the cleats collect at lot of stuff and I recommend one size bigger but the overall comfort and performance is great,5,Positive
Fit as expected and a comfortable running shoe .,5,Positive
Bought these for my son and fit was great ( he has long narrow feet ) .,5,Positive
I was a little nervous about ordering these after hearing different reviews but I am glad I took a chance on these .,5,Neutral
I could n't expect anything lest with this brand . I needed a shoe my casual on street and trail .,5,Neutral
Our feet love them,5,Positive
The fit is pretty great .,5,Positive
Perfect Fit,5,Positive
As someone who usually wears fashion sneakers,5,Neutral
Love the 608sGreat support for my flat feet and super comfortable,5,Positive
